Identifier,StructureData,,
Entry ID,Deposition Date,Refinement Resolution (Å),
"6Q2P","2019-08-08","1.452"
"6Q2Q","2019-08-08","1.892"
"6Q3K","2018-12-04","1.5"
"6Q3S","2018-12-04","2.5"
"6Q6Z","2018-12-12","3.476"
"6QAX","2018-12-19"
"6QB0","2018-12-20"
"6QB1","2018-12-20"
"6QCU","2018-12-31","1.56"
"6QJB","2019-01-24"
"6QKD","2019-01-29","1.9"
"6QN7","2019-02-10","2.15"
"6QN8","2019-02-10","2.12"
"6QN9","2019-02-10","1.89"
"6QNA","2019-02-10","2.62"
"6QNK","2019-02-11","1.9"
"6QNV","2019-02-12","1.4"
"6QRN","2019-02-19","1.4"
"6QZA","2019-03-11","3.09"
"6QZC","2019-03-11","1.64"
"6QZD","2019-03-11","2.66"
"6R0E","2019-03-12","1.91"
"6R1H","2019-03-14","1.55"
"6R2L","2019-03-18","2.3"
"6R2S","2019-03-18","3.04"
"6R3K","2019-03-20","2.2"
"6R7T","2019-03-29","2.682"
"6RBB","2019-04-10","2.45"
"6RCO","2019-04-11","1.66"
"6RCQ","2019-04-11","2.28"
"6RCS","2019-04-11","2.1"
"6RLM","2019-05-02","2.5"
"6RLO","2019-05-02","2.2"
"6RLR","2019-05-02","2"
"6RMT","2019-05-07","2"
"6RMU","2019-05-07","2.4"
"6RNN","2019-05-09","1.95"
"6RP8","2019-05-14","2.6"
"6RP9","2019-05-14","3.12"
"6RPA","2019-05-14","2.56"
"6RPB","2019-05-14","2.5"
"6RPJ","2019-05-14","3.25"
"6RQM","2019-05-16","3"
"6RSR","2019-05-22","3.15"
"6RST","2019-05-22","3.29"
"6RSU","2019-05-22","2.75"
"6RSY","2019-05-22","2.95"
"6RU3","2019-05-27","1.26"
"6RU5","2019-05-27","3.9"
"6RUR","2019-05-29","6"
"6RUS","2019-05-29","2.8"
"6RUV","2019-05-29","6.15"
"6RV6","2019-05-31","3.507"
"6RYG","2019-06-10","0.974"
"6RYJ","2019-06-10","1.25"
"6RYM","2019-06-10","1.46"
"6RYN","2019-06-10","1"
"6S08","2019-06-14","2.03"
"6S0A","2019-06-14","2.52"
"6S0B","2019-06-14","2.312"
"6S5A","2019-07-01","1.72"
"6SA4","2019-07-16","1.77"
"6SA5","2019-07-16","1.29"
"6SAN","2019-07-17","1.36"
"6SEJ","2019-07-30","3.501"
"6SF6","2019-08-01","1.9"
"6SGE","2019-08-04","1.5"
"6SHG","2019-08-06","3.35050823996"
"6SM1","2019-08-21","1.55"
"6SNC","2019-08-23","3.2"
"6SND","2019-08-23","3.1"
"6SNE","2019-08-23","3.9"
"6SNY","2019-08-27","3.11"
"6SRU","2019-09-06","2.532"
"6SS7","2019-09-06","2.5"
"6SS8","2019-09-06","2.24"
"6SS9","2019-09-06","2.7"
"6SSA","2019-09-06","2.11"
"6ST4","2019-09-10","1.29"
"6STC","2019-09-10","1.69"
"6STE","2019-09-10","1.79"
"6STK","2019-09-10","1.52"
"6SXI","2019-09-26","1.85"
"6T2J","2019-10-08","1.7"
"6T3Y","2019-10-11","1.7"
"6T8X","2019-10-25","2.81"
"6T9D","2019-10-28","2.905"
"6T9E","2019-10-28","2.989"
"6TCM","2019-11-06","1.85"
"6TCN","2019-11-06","2.3"
"6TCO","2019-11-06","1.8"
"6TCP","2019-11-06","2.5"
"6TCQ","2019-11-06","2.05"
"6TCR","2019-11-06","1.45"
"6TCS","2019-11-06","2.3"
"6TDO","2019-11-09","1.65"
"6TDP","2019-11-10","1.4"
"6TDQ","2019-11-10","1.6"
"6TDR","2019-11-10","1.75"
