Identifier,StructureData,,
Entry ID,Deposition Date,Refinement Resolution (Å),
"8ZBY","2024-04-28","3.67"
"8ZBZ","2024-04-28","4.71"
"8ZC0","2024-04-28","4.17"
"8ZC1","2024-04-28","4.17"
"8ZC2","2024-04-28","7.82"
"8ZC3","2024-04-28","4.69"
"8ZC4","2024-04-28","3.95"
"8ZC5","2024-04-28","3.91"
"8ZC6","2024-04-28","6.85"
"8ZCJ","2024-04-29","3.09"
"8ZDW","2024-05-03","3.45"
"8ZER","2024-05-06","3.1"
"8ZES","2024-05-06","3.7"
"8ZGU","2024-05-09","3.51"
"8ZH8","2024-05-10","3.19"
"8ZHD","2024-05-10","3.41"
"8ZHE","2024-05-10","3.16"
"8ZHF","2024-05-10","5.26"
"8ZHG","2024-05-10","3.51"
"8ZHH","2024-05-10","5.55"
"8ZHI","2024-05-11","6.05"
"8ZHJ","2024-05-11","8.45"
"8ZHK","2024-05-11","6.3"
"8ZHL","2024-05-11","3.96"
"8ZHM","2024-05-11","3.39"
"8ZHN","2024-05-11","4.12"
"8ZHO","2024-05-11","3.54"
"8ZHP","2024-05-11","3.66"
"8ZL9","2024-05-17","4.36"
"8ZOY","2024-05-29","2.5"
"8ZP1","2024-05-29","2.5"
"8ZP2","2024-05-29","2.4"
"8ZP9","2024-05-29","2.8"
"8ZPB","2024-05-29","2.6"
"8ZR4","2024-06-03","1.9"
"8ZRH","2024-06-04","3.6"
"8ZRR","2024-06-05","3.61"
"8ZSJ","2024-06-05","2.8"
"8ZSP","2024-06-05","3.14"
"8ZSS","2024-06-05","3.07"
"8ZSV","2024-06-05","2.96"
"9ASD","2024-02-25","3.3"
"9ATO","2024-02-27","3.2"
"9ATP","2024-02-27","3.5"
"9AU2","2024-02-28","3.1"
"9AXL","2024-03-06","3.3"
"9B2C","2024-03-14","3"
"9B2M","2024-03-15","3.09"
"9B2W","2024-03-17","2.51"
"9B3K","2024-03-19","2.56"
"9B82","2024-03-28","3.38"
"9B9Y","2024-04-03","3.5"
"9B9Z","2024-04-03","3.3"
"9BA0","2024-04-03","3.13"
"9BER","2024-04-16","4.1"
"9BEW","2024-04-16","3.3"
"9BF6","2024-04-16","4.5"
"9BIO","2024-04-23","2.83"
"9BLX","2024-05-02","1.96"
"9BP1","2024-05-06","3.58"
"9BQJ","2024-05-10","3.3"
"9BU6","2024-05-16","3.65"
"9BU8","2024-05-16","3.96"
"9C45","2024-06-03","3.2"
"9CBN","2024-06-19","3.33"
"9CJ7","2024-07-05","3"
