Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"1PA3","X-RAY DIFFRACTION","2003-05-13","1PA3","2.7","TRANSFERASE"
"1PAE","X-RAY DIFFRACTION","2003-05-14","1PAE","2.7","TRANSFERASE"
"1PAM","X-RAY DIFFRACTION","1996-07-08","1PAM","1.8","GLYCOSYLTRANSFERASE"
"1PAX","X-RAY DIFFRACTION","1996-05-06","1PAX","2.4","TRANSFERASE"
"1PBN","X-RAY DIFFRACTION","1995-07-10","1PBN","2","PENTOSYLTRANSFERASE"
"1PCK","X-RAY DIFFRACTION","2003-05-16","1PCK","1.8","LYASE"
"1PCW","X-RAY DIFFRACTION","2003-05-17","1PCW","1.85","LYASE"
"1PD2","X-RAY DIFFRACTION","1998-12-14","1PD2","2.3","LIGASE"
"1PD5","X-RAY DIFFRACTION","2003-05-19","1PD5","2.5","TRANSFERASE"
"1PDA","X-RAY DIFFRACTION","1992-11-17","1PDA","1.76","TRANSFERASE"
"1PDO","X-RAY DIFFRACTION","1996-03-08","1PDO","1.7","PHOSPHOTRANSFERASE"
"1PE1","X-RAY DIFFRACTION","2003-05-20","1PE1","1.74","LYASE"
"1PEG","X-RAY DIFFRACTION","2003-05-21","1PEG","2.59","TRANSFERASE"
"1PEH","SOLUTION NMR","1996-06-10","1PEH",,"NUCLEOTIDYLTRANSFERASE"
"1PEI","SOLUTION NMR","1996-06-10","1PEI",,"NUCLEOTIDYLTRANSFERASE"
"1PEY","X-RAY DIFFRACTION","2003-05-22","1PEY","2.25","TRANSFERASE"
"1PEZ","X-RAY DIFFRACTION","2003-05-23","1PEZ","2.32","TRANSFERASE"
"1PF7","X-RAY DIFFRACTION","2003-05-24","1PF7","2.6","TRANSFERASE"
"1PF8","X-RAY DIFFRACTION","2003-05-24","1PF8","2.51","TRANSFERASE"
"1PFK","X-RAY DIFFRACTION","1988-01-25","1PFK","2.4","TRANSFERASE(PHOSPHOTRANSFERASE)"
"1PG5","X-RAY DIFFRACTION","2003-05-27","1PG5","2.6","TRANSFERASE"
"1PGT","X-RAY DIFFRACTION","1997-02-17","1PGT","1.8","TRANSFERASE"
"1PHK","X-RAY DIFFRACTION","1996-03-15","1PHK","2.2","KINASE"
"1PHP","X-RAY DIFFRACTION","1994-04-12","1PHP","1.65","KINASE"
"1PHQ","X-RAY DIFFRACTION","2003-05-29","1PHQ","2.7","TRANSFERASE"
"1PHW","X-RAY DIFFRACTION","2003-05-29","1PHW","2.36","TRANSFERASE"
"1PIC","SOLUTION NMR","1997-06-23","1PIC",,"COMPLEX (PHOSPHOTRANSFERASE/RECEPTOR)"
"1PIE","X-RAY DIFFRACTION","2003-05-30","1PIE","2.1","TRANSFERASE"
"1PJ9","X-RAY DIFFRACTION","2003-06-02","1PJ9","2","TRANSFERASE"
"1PJK","X-RAY DIFFRACTION","2003-06-03","1PJK","2.5","TRANSFERASE"
"1PJQ","X-RAY DIFFRACTION","2003-06-03","1PJQ","2.21","TRANSFERASE/OXIDOREDUCTASE/LYASE"
"1PJS","X-RAY DIFFRACTION","2003-06-03","1PJS","2.4","TRANSFERASE/OXIDOREDUCTASE/LYASE"
"1PJT","X-RAY DIFFRACTION","2003-06-03","1PJT","2.8","TRANSFERASE/OXIDOREDUCTASE/LYASE"
"1PJZ","SOLUTION NMR","2003-06-04","1PJZ",,"TRANSFERASE"
"1PK7","X-RAY DIFFRACTION","2003-06-05","1PK7","2.5","TRANSFERASE"
"1PK9","X-RAY DIFFRACTION","2003-06-05","1PK9","1.9","TRANSFERASE"
"1PKD","X-RAY DIFFRACTION","2003-06-05","1PKD","2.3","TRANSFERASE/CELL CYCLE"
"1PKE","X-RAY DIFFRACTION","2003-06-05","1PKE","2.3","TRANSFERASE"
"1PKG","X-RAY DIFFRACTION","2003-06-05","1PKG","2.9","TRANSFERASE ACTIVATOR"
"1PKL","X-RAY DIFFRACTION","1998-09-15","1PKL","2.35","TRANSFERASE"
"1PKM","X-RAY DIFFRACTION","1995-07-13","1PKM","2.6","KINASE"
"1PKN","X-RAY DIFFRACTION","1994-03-25","1PKN","2.9","PHOSPHOTRANSFERASE"
"1PKS","SOLUTION NMR","1994-03-07","1PKS",,"PHOSPHOTRANSFERASE"
"1PKT","SOLUTION NMR","1994-03-07","1PKT",,"PHOSPHOTRANSFERASE"
"1PKU","X-RAY DIFFRACTION","2003-06-06","1PKU","2.5","TRANSFERASE"
