Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"3FUW","X-RAY DIFFRACTION","2009-01-14","3FUW","1.56","TRANSFERASE"
"3FUX","X-RAY DIFFRACTION","2009-01-14","3FUX","1.68","TRANSFERASE"
"3FV8","X-RAY DIFFRACTION","2009-01-15","3FV8","2.28","TRANSFERASE"
"3FVH","X-RAY DIFFRACTION","2009-01-15","3FVH","1.58","CELL CYCLE, PEPTIDE BINDING PROTEIN"
"3FVS","X-RAY DIFFRACTION","2009-01-16","3FVS","1.5","Lyase, Transferase"
"3FVU","X-RAY DIFFRACTION","2009-01-16","3FVU","1.55","Lyase, Transferase"
"3FVX","X-RAY DIFFRACTION","2009-01-16","3FVX","1.5","TRANSFERASE, LYASE"
"3FWK","X-RAY DIFFRACTION","2009-01-18","3FWK","1.2","TRANSFERASE"
"3FWL","X-RAY DIFFRACTION","2009-01-19","3FWL","3.086","TRANSFERASE, HYDROLASE"
"3FWP","X-RAY DIFFRACTION","2009-01-19","3FWP","1.86","TRANSFERASE"
"3FWQ","X-RAY DIFFRACTION","2009-01-19","3FWQ","2.3","TRANSFERASE"
"3FWW","X-RAY DIFFRACTION","2009-01-19","3FWW","2.5","TRANSFERASE"
"3FXV","X-RAY DIFFRACTION","2009-01-21","3FXV","2.26","hormone receptor"
"3FXW","X-RAY DIFFRACTION","2009-01-21","3FXW","2","TRANSFERASE"
"3FXX","X-RAY DIFFRACTION","2009-01-21","3FXX","1.7","TRANSFERASE"
"3FXZ","X-RAY DIFFRACTION","2009-01-21","3FXZ","1.64","TRANSFERASE"
"3FY0","X-RAY DIFFRACTION","2009-01-21","3FY0","2.35","TRANSFERASE"
"3FY2","X-RAY DIFFRACTION","2009-01-21","3FY2","1.8","TRANSFERASE"
"3FYC","X-RAY DIFFRACTION","2009-01-22","3FYC","2.15","TRANSFERASE"
"3FYD","X-RAY DIFFRACTION","2009-01-22","3FYD","1.75","TRANSFERASE"
"3FYG","X-RAY DIFFRACTION","1997-08-07","3FYG","2.2","TRANSFERASE"
"3FYJ","X-RAY DIFFRACTION","2009-01-22","3FYJ","3.8","TRANSFERASE"
"3FYK","X-RAY DIFFRACTION","2009-01-22","3FYK","3.5","TRANSFERASE"
"3FYO","X-RAY DIFFRACTION","2009-01-22","3FYO","1.9","TRANSFERASE"
