Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"2RNW","SOLUTION NMR","2008-02-03","2RNW",,"TRANSFERASE/NUCLEAR PROTEIN"
"2RNX","SOLUTION NMR","2008-02-03","2RNX",,"TRANSFERASE/NUCLEAR PROTEIN"
"2RNY","SOLUTION NMR","2008-02-03","2RNY",,"TRANSFERASE/NUCLEAR PROTEIN"
"2RNZ","SOLUTION NMR","2008-03-01","2RNZ",,"TRANSFERASE"
"2RO0","SOLUTION NMR","2008-03-01","2RO0",,"TRANSFERASE"
"2RO1","SOLUTION NMR","2008-03-04","2RO1",,"TRANSCRIPTION"
"2ROQ","SOLUTION NMR","2008-04-05","2ROQ",,"TRANSFERASE"
"2ROV","SOLUTION NMR","2008-04-25","2ROV",,"TRANSFERASE"
"2ROW","SOLUTION NMR","2008-04-25","2ROW",,"TRANSFERASE"
"2RPN","SOLUTION NMR","2008-06-12","2RPN",,"STRUCTURAL PROTEIN"
"2RQ8","SOLUTION NMR","2009-03-05","2RQ8",,"TRANSFERASE"
"2RQW","SOLUTION NMR","2009-12-21","2RQW",,"SIGNALING PROTEIN"
"2RSD","SOLUTION NMR","2012-01-12","2RSD",,"LIGASE"
"2RSE","SOLUTION NMR","2012-01-25","2RSE",,"ISOMERASE/TRANSFERASE"
"2RSF","SOLUTION NMR","2012-01-31","2RSF",,"LIGASE"
"2RSV","SOLUTION NMR","2012-07-12","2RSV",,"TRANSFERASE"
"2RSY","SOLUTION NMR","2012-09-10","2RSY",,"TRANSFERASE/SIGNALING PROTEIN"
"2RUH","SOLUTION NMR","2014-06-03","2RUH",,"PEPTIDE BINDING PROTEIN"
"2SHK","X-RAY DIFFRACTION","1997-10-27","2SHK","2.6","TRANSFERASE"
"2SKC","X-RAY DIFFRACTION","1998-12-11","2SKC","2.4","TRANSFERASE"
"2SKD","X-RAY DIFFRACTION","1998-12-11","2SKD","2.4","TRANSFERASE"
"2SKE","X-RAY DIFFRACTION","1998-12-11","2SKE","2.46","TRANSFERASE"
"2SRC","X-RAY DIFFRACTION","1998-12-29","2SRC","1.5","TYROSINE-PROTEIN KINASE"
"2TDD","X-RAY DIFFRACTION","1993-04-05","2TDD","2.7","TRANSFERASE (METHYLTRANSFERASE)"
"2TDM","X-RAY DIFFRACTION","1997-03-28","2TDM","2.55","METHYLTRANSFERASE"
"2TDT","X-RAY DIFFRACTION","1998-05-05","2TDT","2","ACYLTRANSFERASE"
"2THI","X-RAY DIFFRACTION","1998-09-17","2THI","2.5","TRANSFERASE"
"2TMK","X-RAY DIFFRACTION","1997-06-12","2TMK","2.4","PHOSPHOTRANSFERASE"
"2TPS","X-RAY DIFFRACTION","1999-03-09","2TPS","1.25","THIAMIN BIOSYNTHESIS"
