Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"5MOE","X-RAY DIFFRACTION","2016-12-14","5MOE","1.89","TRANSFERASE"
"5MOH","X-RAY DIFFRACTION","2016-12-14","5MOH","1.38","TRANSFERASE"
"5MOT","X-RAY DIFFRACTION","2016-12-14","5MOT","2.09","TRANSFERASE"
"5MOV","X-RAY DIFFRACTION","2016-12-14","5MOV","2.2","TRANSFERASE"
"5MOW","X-RAY DIFFRACTION","2016-12-14","5MOW","1.86","TRANSFERASE"
"5MP7","X-RAY DIFFRACTION","2016-12-16","5MP7","2.4","TRANSFERASE"
"5MP8","X-RAY DIFFRACTION","2016-12-16","5MP8","1.92","TRANSFERASE"
"5MPJ","X-RAY DIFFRACTION","2016-12-16","5MPJ","2.14","TRANSFERASE"
"5MPK","X-RAY DIFFRACTION","2016-12-16","5MPK","1.9","TRANSCRIPTION"
"5MPN","X-RAY DIFFRACTION","2016-12-16","5MPN","1.23","TRANSCRIPTION"
"5MPO","X-RAY DIFFRACTION","2016-12-16","5MPO","2.43","TRANSFERASE"
"5MPP","ELECTRON MICROSCOPY","2016-12-17","5MPP","3.9","TRANSFERASE"
"5MPR","X-RAY DIFFRACTION","2016-12-18","5MPR","1.6","TRANSFERASE"
"5MPT","X-RAY DIFFRACTION","2016-12-19","5MPT","1.648","TRANSFERASE"
"5MPZ","X-RAY DIFFRACTION","2016-12-19","5MPZ","1.4","TRANSCRIPTION"
"5MQ0","ELECTRON MICROSCOPY","2016-12-19","5MQ0","4.17","SPLICING"
"5MQ3","ELECTRON MICROSCOPY","2016-12-20","5MQ3","5.4","TRANSFERASE"
"5MQ7","ELECTRON MICROSCOPY","2016-12-20","5MQ7","5.2","TRANSFERASE"
"5MQE","X-RAY DIFFRACTION","2016-12-20","5MQE","1.65","TRANSCRIPTION"
"5MQF","ELECTRON MICROSCOPY","2016-12-20","5MQF","5.9","SPLICING"
"5MQG","X-RAY DIFFRACTION","2016-12-20","5MQG","1.35","TRANSCRIPTION"
"5MQJ","X-RAY DIFFRACTION","2016-12-20","5MQJ","3.7","TRANSFERASE"
"5MQK","X-RAY DIFFRACTION","2016-12-20","5MQK","1.53","TRANSCRIPTION"
"5MQL","X-RAY DIFFRACTION","2016-12-20","5MQL","3.25","TRANSFERASE"
"5MQT","X-RAY DIFFRACTION","2016-12-20","5MQT","3.2","TRANSFERASE"
"5MQV","X-RAY DIFFRACTION","2016-12-20","5MQV","2.154","TRANSFERASE"
"5MQX","SOLUTION NMR","2016-12-21","5MQX",,"VIRAL PROTEIN"
"5MQZ","X-RAY DIFFRACTION","2016-12-21","5MQZ","2.1","TRANSFERASE"
"5MR0","X-RAY DIFFRACTION","2016-12-21","5MR0","1.98","TRANSFERASE"
"5MR8","X-RAY DIFFRACTION","2016-12-21","5MR8","1.74","TRANSCRIPTION"
"5MRB","X-RAY DIFFRACTION","2016-12-22","5MRB","2.2","TRANSFERASE"
"5MRD","X-RAY DIFFRACTION","2016-12-22","5MRD","1.41","TRANSFERASE"
"5MRM","X-RAY DIFFRACTION","2016-12-23","5MRM","1.8","TRANSFERASE"
"5MRN","X-RAY DIFFRACTION","2016-12-23","5MRN","2","TRANSFERASE"
"5MRO","X-RAY DIFFRACTION","2016-12-23","5MRO","1.8","TRANSFERASE"
"5MRP","X-RAY DIFFRACTION","2016-12-23","5MRP","1.9","TRANSFERASE"
"5MRQ","X-RAY DIFFRACTION","2016-12-23","5MRQ","2.2","TRANSFERASE"
"5MS0","ELECTRON MICROSCOPY","2016-12-29","5MS0","9.8","TRANSCRIPTION/DNA/RNA"
"5MSG","X-RAY DIFFRACTION","2017-01-04","5MSG","3.8","VIRAL PROTEIN"
"5MTJ","X-RAY DIFFRACTION","2017-01-09","5MTJ","1.949","SIGNALING PROTEIN"
"5MTM","X-RAY DIFFRACTION","2017-01-10","5MTM","2.405","TRANSFERASE"
"5MTN","X-RAY DIFFRACTION","2017-01-10","5MTN","2.85","TRANSFERASE"
"5MTX","X-RAY DIFFRACTION","2017-01-11","5MTX","1.8","TRANSFERASE"
"5MTY","X-RAY DIFFRACTION","2017-01-11","5MTY","2.31","TRANSFERASE"
"5MU6","X-RAY DIFFRACTION","2017-01-12","5MU6","1.88","TRANSFERASE"
"5MUS","X-RAY DIFFRACTION","2017-01-14","5MUS","2.009","VIRAL PROTEIN"
"5MUY","X-RAY DIFFRACTION","2017-01-14","5MUY","1.99","VIRAL PROTEIN"
"5MUZ","X-RAY DIFFRACTION","2017-01-14","5MUZ","1.776","VIRAL PROTEIN"
"5MV0","X-RAY DIFFRACTION","2017-01-14","5MV0","1.93","VIRAL PROTEIN"
"5MVS","X-RAY DIFFRACTION","2017-01-17","5MVS","2.18","TRANSFERASE"
"5MW3","X-RAY DIFFRACTION","2017-01-18","5MW3","2.09","TRANSFERASE"
"5MW4","X-RAY DIFFRACTION","2017-01-18","5MW4","2.19","TRANSFERASE"
"5MW8","X-RAY DIFFRACTION","2017-01-18","5MW8","2.4","TRANSFERASE"
"5MWL","X-RAY DIFFRACTION","2017-01-18","5MWL","3.2","TRANSFERASE"
"5MWM","X-RAY DIFFRACTION","2017-01-18","5MWM","2.6","TRANSFERASE"
"5MWP","X-RAY DIFFRACTION","2017-01-19","5MWP","1.82","SIGNALING PROTEIN"
"5MWY","X-RAY DIFFRACTION","2017-01-20","5MWY","1.75","SIGNALING PROTEIN"
"5MX4","X-RAY DIFFRACTION","2017-01-20","5MX4","2.31","TRANSFERASE"
"5MX6","X-RAY DIFFRACTION","2017-01-21","5MX6","2.41","TRANSFERASE"
"5MX7","X-RAY DIFFRACTION","2017-01-21","5MX7","1.98","TRANSCRIPTION"
"5MX8","X-RAY DIFFRACTION","2017-01-21","5MX8","2.4","TRANSFERASE"
"5MXM","X-RAY DIFFRACTION","2017-01-23","5MXM","2.05","TRANSFERASE"
"5MXX","X-RAY DIFFRACTION","2017-01-25","5MXX","1.75","SPLICING"
"5MY0","X-RAY DIFFRACTION","2017-01-25","5MY0","2.94","TRANSFERASE"
"5MY1","ELECTRON MICROSCOPY","2017-01-25","5MY1","7.6","RIBOSOME"
"5MY2","X-RAY DIFFRACTION","2017-01-25","5MY2","2.7","TRANSFERASE"
"5MY6","X-RAY DIFFRACTION","2017-01-25","5MY6","2.246","TRANSFERASE"
"5MY8","X-RAY DIFFRACTION","2017-01-25","5MY8","1.7","TRANSFERASE"
"5MY9","X-RAY DIFFRACTION","2017-01-26","5MY9","1.327","TRANSFERASE"
"5MYA","X-RAY DIFFRACTION","2017-01-26","5MYA","2.9","SIGNALING PROTEIN"
"5MYB","X-RAY DIFFRACTION","2017-01-26","5MYB","2.6","SIGNALING PROTEIN"
"5MYC","X-RAY DIFFRACTION","2017-01-26","5MYC","1.459","TRANSFERASE"
"5MYV","X-RAY DIFFRACTION","2017-01-29","5MYV","2.9","TRANSFERASE"
"5MZ3","X-RAY DIFFRACTION","2017-01-30","5MZ3","2.15","TRANSFERASE"
"5MZ4","X-RAY DIFFRACTION","2017-01-30","5MZ4","3.048","VIRAL PROTEIN"
"5MZL","X-RAY DIFFRACTION","2017-02-01","5MZL","1.955","TRANSFERASE"
"5N06","X-RAY DIFFRACTION","2017-02-02","5N06","2.501","SIGNALING PROTEIN"
"5N1D","X-RAY DIFFRACTION","2017-02-06","5N1D","1.609","TRANSFERASE"
"5N1E","X-RAY DIFFRACTION","2017-02-06","5N1E","1.529","TRANSFERASE"
"5N1F","X-RAY DIFFRACTION","2017-02-06","5N1F","1.12","TRANSFERASE"
"5N1G","X-RAY DIFFRACTION","2017-02-06","5N1G","1.14","TRANSFERASE"
"5N1H","X-RAY DIFFRACTION","2017-02-06","5N1H","1.18","TRANSFERASE"
"5N1K","X-RAY DIFFRACTION","2017-02-06","5N1K","1.8","TRANSFERASE"
"5N1L","X-RAY DIFFRACTION","2017-02-06","5N1L","1.489","TRANSFERASE"
"5N1M","X-RAY DIFFRACTION","2017-02-06","5N1M","1.436","TRANSFERASE"
"5N1N","X-RAY DIFFRACTION","2017-02-06","5N1N","1.405","TRANSFERASE"
"5N1O","X-RAY DIFFRACTION","2017-02-06","5N1O","1.8","TRANSFERASE"
"5N1Q","X-RAY DIFFRACTION","2017-02-06","5N1Q","1.9","TRANSFERASE"
"5N1V","X-RAY DIFFRACTION","2017-02-06","5N1V","2.52","TRANSFERASE"
"5N23","X-RAY DIFFRACTION","2017-02-07","5N23","2.088","TRANSFERASE"
"5N28","X-RAY DIFFRACTION","2017-02-07","5N28","2.8","TRANSFERASE"
"5N2A","X-RAY DIFFRACTION","2017-02-07","5N2A","2.8","TRANSFERASE"
"5N2E","X-RAY DIFFRACTION","2017-02-07","5N2E","2.74","TRANSFERASE"
"5N2G","X-RAY DIFFRACTION","2017-02-07","5N2G","2.78","TRANSFERASE"
"5N2H","X-RAY DIFFRACTION","2017-02-07","5N2H","2.81","TRANSFERASE"
"5N2N","X-RAY DIFFRACTION","2017-02-08","5N2N","2.05","TRANSFERASE"
"5N2W","X-RAY DIFFRACTION","2017-02-08","5N2W","2.68","LIGASE"
"5N32","X-RAY DIFFRACTION","2017-02-08","5N32","1.833","TRANSFERASE"
"5N33","X-RAY DIFFRACTION","2017-02-08","5N33","1.434","TRANSFERASE"
"5N36","X-RAY DIFFRACTION","2017-02-08","5N36","1.58","TRANSFERASE"
"5N37","X-RAY DIFFRACTION","2017-02-08","5N37","1.589","TRANSFERASE"
"5N38","X-RAY DIFFRACTION","2017-02-08","5N38","2.6","LIGASE"
"5N39","X-RAY DIFFRACTION","2017-02-08","5N39","1.45","TRANSFERASE"
"5N3A","X-RAY DIFFRACTION","2017-02-08","5N3A","1.404","TRANSFERASE"
"5N3B","X-RAY DIFFRACTION","2017-02-08","5N3B","1.64","TRANSFERASE"
"5N3C","X-RAY DIFFRACTION","2017-02-08","5N3C","1.772","TRANSFERASE"
"5N3D","X-RAY DIFFRACTION","2017-02-08","5N3D","1.77","TRANSFERASE"
"5N3E","X-RAY DIFFRACTION","2017-02-08","5N3E","1.529","TRANSFERASE"
"5N3F","X-RAY DIFFRACTION","2017-02-08","5N3F","1.68","TRANSFERASE"
"5N3G","X-RAY DIFFRACTION","2017-02-08","5N3G","1.16","TRANSFERASE"
"5N3H","X-RAY DIFFRACTION","2017-02-08","5N3H","1.36","TRANSFERASE"
"5N3I","X-RAY DIFFRACTION","2017-02-08","5N3I","1.14","TRANSFERASE"
"5N3J","X-RAY DIFFRACTION","2017-02-08","5N3J","1.12","TRANSFERASE"
"5N3K","X-RAY DIFFRACTION","2017-02-08","5N3K","1.33","TRANSFERASE"
"5N3L","X-RAY DIFFRACTION","2017-02-08","5N3L","1.38","TRANSFERASE"
"5N3M","X-RAY DIFFRACTION","2017-02-08","5N3M","1.229","TRANSFERASE"
"5N3N","X-RAY DIFFRACTION","2017-02-08","5N3N","1.224","TRANSFERASE"
"5N3O","X-RAY DIFFRACTION","2017-02-08","5N3O","1.32","TRANSFERASE"
"5N3P","X-RAY DIFFRACTION","2017-02-08","5N3P","1.58","TRANSFERASE"
"5N3Q","X-RAY DIFFRACTION","2017-02-08","5N3Q","1.31","TRANSFERASE"
"5N3R","X-RAY DIFFRACTION","2017-02-08","5N3R","1.36","TRANSFERASE"
"5N3S","X-RAY DIFFRACTION","2017-02-08","5N3S","1.14","TRANSFERASE"
"5N3T","X-RAY DIFFRACTION","2017-02-08","5N3T","1.209","TRANSFERASE"
"5N4N","X-RAY DIFFRACTION","2017-02-11","5N4N","2.09","TRANSFERASE"
"5N4O","X-RAY DIFFRACTION","2017-02-11","5N4O","2.22","TRANSFERASE"
"5N4R","X-RAY DIFFRACTION","2017-02-11","5N4R","2.13","TRANSFERASE"
"5N4U","X-RAY DIFFRACTION","2017-02-11","5N4U","2.202","TRANSFERASE"
"5N4V","X-RAY DIFFRACTION","2017-02-11","5N4V","1.85","TRANSFERASE"
"5N4W","X-RAY DIFFRACTION","2017-02-11","5N4W","3.9","LIGASE"
"5N4X","X-RAY DIFFRACTION","2017-02-11","5N4X","2.2","TRANSFERASE"
"5N4Y","X-RAY DIFFRACTION","2017-02-11","5N4Y","2.56","TRANSFERASE"
"5N4Z","X-RAY DIFFRACTION","2017-02-11","5N4Z","2.257","TRANSFERASE"
"5N50","X-RAY DIFFRACTION","2017-02-11","5N50","1.92","TRANSFERASE"
"5N51","X-RAY DIFFRACTION","2017-02-11","5N51","2.118","TRANSFERASE"
"5N52","X-RAY DIFFRACTION","2017-02-11","5N52","2.252","TRANSFERASE"
"5N5L","X-RAY DIFFRACTION","2017-02-14","5N5L","1.97","TRANSFERASE"
"5N5M","X-RAY DIFFRACTION","2017-02-14","5N5M","2.21","TRANSFERASE"
"5N5O","X-RAY DIFFRACTION","2017-02-14","5N5O","2","HYDROLASE"
"5N5Y","ELECTRON MICROSCOPY","2017-02-14","5N5Y","7.7","TRANSCRIPTION"
"5N5Z","ELECTRON MICROSCOPY","2017-02-14","5N5Z","7.7","TRANSCRIPTION"
"5N60","ELECTRON MICROSCOPY","2017-02-14","5N60","7.7","TRANSFERASE"
"5N61","ELECTRON MICROSCOPY","2017-02-14","5N61","3.4","TRANSFERASE"
"5N63","X-RAY DIFFRACTION","2017-02-14","5N63","2.4","TRANSFERASE"
"5N64","X-RAY DIFFRACTION","2017-02-14","5N64","2.4","TRANSFERASE"
"5N65","X-RAY DIFFRACTION","2017-02-14","5N65","2","TRANSFERASE"
"5N66","X-RAY DIFFRACTION","2017-02-14","5N66","2.4","TRANSFERASE"
"5N67","X-RAY DIFFRACTION","2017-02-14","5N67","1.9","TRANSFERASE"
"5N68","X-RAY DIFFRACTION","2017-02-14","5N68","1.85","TRANSFERASE"
"5N6F","X-RAY DIFFRACTION","2017-02-15","5N6F","1.11909520042","TRANSFERASE"
"5N6H","X-RAY DIFFRACTION","2017-02-15","5N6H","2.9","MEMBRANE PROTEIN"
"5N6I","X-RAY DIFFRACTION","2017-02-15","5N6I","3.6","TRANSFERASE"
"5N6L","X-RAY DIFFRACTION","2017-02-15","5N6L","2.9","TRANSFERASE"
"5N6M","X-RAY DIFFRACTION","2017-02-15","5N6M","3.1","MEMBRANE PROTEIN"
"5N6R","SOLUTION NMR","2017-02-16","5N6R",,"SIGNALING PROTEIN"
"5N6V","X-RAY DIFFRACTION","2017-02-16","5N6V","1.6","HYDROLASE"
"5N7D","X-RAY DIFFRACTION","2017-02-20","5N7D","2.3","SIGNALING PROTEIN"
"5N7E","X-RAY DIFFRACTION","2017-02-20","5N7E","1.647","SIGNALING PROTEIN"
"5N7F","X-RAY DIFFRACTION","2017-02-20","5N7F","2.3","SIGNALING PROTEIN"
"5N7G","X-RAY DIFFRACTION","2017-02-20","5N7G","2.95","SIGNALING PROTEIN"
"5N7J","X-RAY DIFFRACTION","2017-02-20","5N7J","2.001","HYDROLASE"
"5N7P","X-RAY DIFFRACTION","2017-02-21","5N7P","1.501","TRANSFERASE"
"5N7U","X-RAY DIFFRACTION","2017-02-21","5N7U","1.371","TRANSFERASE"
"5N7V","X-RAY DIFFRACTION","2017-02-21","5N7V","2.52","TRANSFERASE"
"5N7Z","X-RAY DIFFRACTION","2017-02-21","5N7Z","1.81","TRANSFERASE"
"5N80","X-RAY DIFFRACTION","2017-02-21","5N80","1.92","TRANSFERASE"
"5N84","X-RAY DIFFRACTION","2017-02-22","5N84","2.3","TRANSFERASE"
"5N85","X-RAY DIFFRACTION","2017-02-23","5N85","2","PROTEIN BINDING"
"5N87","X-RAY DIFFRACTION","2017-02-23","5N87","2.29","TRANSFERASE"
"5N8A","X-RAY DIFFRACTION","2017-02-23","5N8A","1.28","PROTEIN BINDING"
"5N8Y","ELECTRON MICROSCOPY","2017-02-24","5N8Y","4.7","TRANSFERASE"
"5N93","X-RAY DIFFRACTION","2017-02-24","5N93","2.1","TRANSFERASE"
"5N9K","X-RAY DIFFRACTION","2017-02-25","5N9K","1.643","TRANSFERASE"
"5N9L","X-RAY DIFFRACTION","2017-02-25","5N9L","1.79","TRANSFERASE"
"5N9N","X-RAY DIFFRACTION","2017-02-25","5N9N","1.841","TRANSFERASE"
"5N9S","X-RAY DIFFRACTION","2017-02-27","5N9S","2.3","TRANSFERASE"
"5N9V","SOLUTION NMR","2017-02-27","5N9V",,"TRANSFERASE"
