Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"8B6M","X-RAY DIFFRACTION","2022-09-27","8B6M","1.6","TRANSFERASE"
"8B76","X-RAY DIFFRACTION","2022-09-28","8B76","2.6","DNA BINDING PROTEIN"
"8B77","X-RAY DIFFRACTION","2022-09-29","8B77","2.7","DNA BINDING PROTEIN"
"8B79","X-RAY DIFFRACTION","2022-09-29","8B79","2.65","DNA BINDING PROTEIN"
"8B7E","X-RAY DIFFRACTION","2022-09-29","8B7E","2.6","DNA BINDING PROTEIN"
"8B8N","X-RAY DIFFRACTION","2022-10-04","8B8N","2","TRANSFERASE"
"8B8U","X-RAY DIFFRACTION","2022-10-05","8B8U","1.5","TRANSFERASE"
"8B99","X-RAY DIFFRACTION","2022-10-05","8B99","1.6","TRANSFERASE"
"8B9A","ELECTRON MICROSCOPY","2022-10-05","8B9A","3.5","REPLICATION"
"8B9B","ELECTRON MICROSCOPY","2022-10-05","8B9B","3.5","REPLICATION"
"8B9C","ELECTRON MICROSCOPY","2022-10-05","8B9C","4.6","REPLICATION"
"8B9D","ELECTRON MICROSCOPY","2022-10-05","8B9D","3.4","REPLICATION"
"8B9E","X-RAY DIFFRACTION","2022-10-05","8B9E","1.5","TRANSFERASE"
"8B9F","ELECTRON MICROSCOPY","2022-10-05","8B9F","3.93","VIRUS"
"8B9H","X-RAY DIFFRACTION","2022-10-06","8B9H","1.5","TRANSFERASE"
"8B9M","X-RAY DIFFRACTION","2022-10-06","8B9M","1.75","UNKNOWN FUNCTION"
"8B9X","X-RAY DIFFRACTION","2022-10-10","8B9X","3.066","SIGNALING PROTEIN"
"8BA2","X-RAY DIFFRACTION","2022-10-11","8BA2","1.5","TRANSFERASE"
"8BA3","X-RAY DIFFRACTION","2022-10-11","8BA3","1.4","TRANSFERASE"
"8BA4","X-RAY DIFFRACTION","2022-10-11","8BA4","2.1","TRANSFERASE"
"8BA5","X-RAY DIFFRACTION","2022-10-11","8BA5","1.45","TRANSFERASE"
"8BAB","X-RAY DIFFRACTION","2022-10-11","8BAB","1.55","TRANSFERASE"
