Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"7NI6","ELECTRON MICROSCOPY","2021-02-11","7NI6","2.8","SIGNALING PROTEIN"
"7NI7","X-RAY DIFFRACTION","2021-02-11","7NI7","2.5","TRANSFERASE"
"7NI8","X-RAY DIFFRACTION","2021-02-11","7NI8","2.2","TRANSFERASE"
"7NI9","X-RAY DIFFRACTION","2021-02-11","7NI9","2.2","TRANSFERASE"
"7NIA","X-RAY DIFFRACTION","2021-02-11","7NIA","2.3","TRANSFERASE"
"7NIB","ELECTRON MICROSCOPY","2021-02-11","7NIB","3.51","CARBOHYDRATE"
"7NID","X-RAY DIFFRACTION","2021-02-11","7NID","2.3","TRANSFERASE"
"7NIE","ELECTRON MICROSCOPY","2021-02-12","7NIE","35","MEMBRANE PROTEIN"
"7NIK","ELECTRON MICROSCOPY","2021-02-12","7NIK","6.2","VIRAL PROTEIN"
"7NIL","ELECTRON MICROSCOPY","2021-02-12","7NIL","5.01","VIRAL PROTEIN"
"7NIO","X-RAY DIFFRACTION","2021-02-12","7NIO","2.2","HYDROLASE"
"7NIP","SOLUTION NMR","2021-02-13","7NIP",,"STRUCTURAL PROTEIN"
"7NIR","ELECTRON MICROSCOPY","2021-02-13","7NIR","6.7","VIRAL PROTEIN"
"7NIS","ELECTRON MICROSCOPY","2021-02-13","7NIS","5.96","VIRAL PROTEIN"
"7NJ0","ELECTRON MICROSCOPY","2021-02-14","7NJ0","3.6","HYDROLASE"
"7NJ3","ELECTRON MICROSCOPY","2021-02-15","7NJ3","4.48","VIRAL PROTEIN"
"7NJ4","ELECTRON MICROSCOPY","2021-02-16","7NJ4","5.84","VIRAL PROTEIN"
"7NJ5","ELECTRON MICROSCOPY","2021-02-16","7NJ5","4.63","VIRAL PROTEIN"
"7NJ7","ELECTRON MICROSCOPY","2021-02-16","7NJ7","4.82","VIRAL PROTEIN"
"7NK0","X-RAY DIFFRACTION","2021-02-17","7NK0","3.3","APOPTOSIS"
"7NK1","ELECTRON MICROSCOPY","2021-02-17","7NK1","4.22","VIRAL PROTEIN"
"7NK2","ELECTRON MICROSCOPY","2021-02-17","7NK2","4.84","VIRAL PROTEIN"
"7NK4","ELECTRON MICROSCOPY","2021-02-17","7NK4","5.32","VIRAL PROTEIN"
"7NK6","ELECTRON MICROSCOPY","2021-02-17","7NK6","6.72","VIRAL PROTEIN"
"7NK8","ELECTRON MICROSCOPY","2021-02-17","7NK8","5.34","VIRAL PROTEIN"
"7NKA","ELECTRON MICROSCOPY","2021-02-17","7NKA","4.07","VIRAL PROTEIN"
"7NKC","ELECTRON MICROSCOPY","2021-02-17","7NKC","4.46","VIRAL PROTEIN"
"7NKG","X-RAY DIFFRACTION","2021-02-18","7NKG","1.6","TRANSFERASE"
"7NKI","ELECTRON MICROSCOPY","2021-02-18","7NKI","4.67","VIRAL PROTEIN"
"7NKR","ELECTRON MICROSCOPY","2021-02-18","7NKR","5.6","VIRAL PROTEIN"
"7NKX","ELECTRON MICROSCOPY","2021-02-19","7NKX","2.9","TRANSCRIPTION"
"7NKY","ELECTRON MICROSCOPY","2021-02-19","7NKY","3.2","TRANSCRIPTION"
"7NLF","X-RAY DIFFRACTION","2021-02-22","7NLF","2.08","TRANSFERASE"
"7NLN","X-RAY DIFFRACTION","2021-02-22","7NLN","1.92","TRANSFERASE"
"7NLO","X-RAY DIFFRACTION","2021-02-22","7NLO","1.82","TRANSFERASE"
"7NLP","X-RAY DIFFRACTION","2021-02-22","7NLP","2.213","TRANSFERASE"
"7NLQ","X-RAY DIFFRACTION","2021-02-22","7NLQ","2.497","TRANSFERASE"
"7NLR","X-RAY DIFFRACTION","2021-02-22","7NLR","2.254","TRANSFERASE"
"7NLS","X-RAY DIFFRACTION","2021-02-22","7NLS","2.648","TRANSFERASE"
