Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"2CKW","X-RAY DIFFRACTION","2006-04-24","2CKW","2.3","HYDROLASE"
"2CKZ","X-RAY DIFFRACTION","2006-04-24","2CKZ","3.2","TRANSFERASE"
"2CL5","X-RAY DIFFRACTION","2006-04-26","2CL5","1.6","TRANSFERASE"
"2CLA","X-RAY DIFFRACTION","1990-04-05","2CLA","2.35","TRANSFERASE (ACYLTRANSFERASE)"
"2CLQ","X-RAY DIFFRACTION","2006-04-28","2CLQ","2.3","TRANSFERASE"
"2CLW","X-RAY DIFFRACTION","2006-05-02","2CLW","1.945","LIGASE"
"2CLX","X-RAY DIFFRACTION","2006-05-02","2CLX","1.8","TRANSFERASE"
"2CMG","X-RAY DIFFRACTION","2006-05-08","2CMG","2","TRANSFERASE"
"2CMH","X-RAY DIFFRACTION","2006-05-08","2CMH","2.3","TRANSFERASE"
"2CMK","X-RAY DIFFRACTION","1998-09-19","2CMK","2","TRANSFERASE"
"2CMN","X-RAY DIFFRACTION","2006-05-11","2CMN","2.3","TRANSFERASE"
"2CMW","X-RAY DIFFRACTION","2006-05-15","2CMW","1.75","TRANSFERASE"
"2CN5","X-RAY DIFFRACTION","2006-05-18","2CN5","2.25","TRANSFERASE"
"2CN8","X-RAY DIFFRACTION","2006-05-18","2CN8","2.7","TRANSFERASE"
"2CNM","X-RAY DIFFRACTION","2006-05-22","2CNM","2.6","TRANSFERASE"
"2CNS","X-RAY DIFFRACTION","2006-05-23","2CNS","2.5","TRANSFERASE"
"2CNT","X-RAY DIFFRACTION","2006-05-23","2CNT","2.4","TRANSFERASE"
"2COA","SOLUTION NMR","2005-05-17","2COA",,"SIGNALING PROTEIN"
"2COE","SOLUTION NMR","2005-05-17","2COE",,"TRANSFERASE"
"2COG","X-RAY DIFFRACTION","2005-05-17","2COG","2.1","TRANSFERASE"
"2COI","X-RAY DIFFRACTION","2005-05-17","2COI","1.9","TRANSFERASE"
