Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"4NUA","X-RAY DIFFRACTION","2013-12-03","4NUA","1.43","TRANSFERASE"
"4NUS","X-RAY DIFFRACTION","2013-12-04","4NUS","2.39","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NV7","X-RAY DIFFRACTION","2013-12-05","4NV7","2.02","TRANSFERASE"
"4NV8","X-RAY DIFFRACTION","2013-12-05","4NV8","1.84","TRANSFERASE"
"4NVQ","X-RAY DIFFRACTION","2013-12-05","4NVQ","2.03","Transferase/Transferase Inhibitor"
"4NW3","X-RAY DIFFRACTION","2013-12-05","4NW3","2.82","DNA BINDING PROTEIN/DNA"
"4NW5","X-RAY DIFFRACTION","2013-12-05","4NW5","1.94","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NW6","X-RAY DIFFRACTION","2013-12-05","4NW6","1.74","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NWM","X-RAY DIFFRACTION","2013-12-06","4NWM","2.03","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NXB","X-RAY DIFFRACTION","2013-12-09","4NXB","2.561","FLAVOPROTEIN, FLUORESCENT PROTEIN"
"4NXE","X-RAY DIFFRACTION","2013-12-09","4NXE","2.103","FLAVOPROTEIN, FLUORESCENT PROTEIN"
"4NXF","X-RAY DIFFRACTION","2013-12-09","4NXF","1.766","FLAVOPROTEIN, FLUORESCENT PROTEIN"
"4NXG","X-RAY DIFFRACTION","2013-12-09","4NXG","2.09","FLAVOPROTEIN, FLUORESCENT PROTEIN"
"4NXZ","X-RAY DIFFRACTION","2013-12-09","4NXZ","2.557","TRANSFERASE, LYASE/DNA"
"4NY0","X-RAY DIFFRACTION","2013-12-10","4NY0","2.8","TRANSFERASE"
"4NY1","X-RAY DIFFRACTION","2013-12-10","4NY1","1.7","TRANSFERASE"
"4NY8","X-RAY DIFFRACTION","2013-12-10","4NY8","2.246","TRANSFERASE, LYASE/DNA"
"4NYF","X-RAY DIFFRACTION","2013-12-10","4NYF","1.9","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NYV","X-RAY DIFFRACTION","2013-12-11","4NYV","1.83","TRANSCRIPTION"
"4NYW","X-RAY DIFFRACTION","2013-12-11","4NYW","1.43","TRANSCRIPTION"
"4NYX","X-RAY DIFFRACTION","2013-12-11","4NYX","1.1","TRANSCRIPTION"
"4NYZ","X-RAY DIFFRACTION","2013-12-11","4NYZ","2.15","TRANSFERASE"
"4NZ0","X-RAY DIFFRACTION","2013-12-11","4NZ0","2.8","TRANSFERASE"
"4NZM","X-RAY DIFFRACTION","2013-12-12","4NZM","2","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NZN","X-RAY DIFFRACTION","2013-12-12","4NZN","1.75","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NZO","X-RAY DIFFRACTION","2013-12-12","4NZO","1.9","TRANSFERASE/TRANSFERASE INHIBITOR"
"4NZS","X-RAY DIFFRACTION","2013-12-12","4NZS","2.29","TRANSFERASE"
"4NZW","X-RAY DIFFRACTION","2013-12-13","4NZW","3.583","TRANSFERASE ACTIVATOR/TRANSFERASE"
"4NZY","X-RAY DIFFRACTION","2013-12-13","4NZY","2.15","TRANSFERASE"
"4O00","X-RAY DIFFRACTION","2013-12-13","4O00","1.853","STRUCTURAL PROTEIN"
"4O01","X-RAY DIFFRACTION","2013-12-13","4O01","3.24","TRANSFERASE"
"4O0I","X-RAY DIFFRACTION","2013-12-13","4O0I","2.203","TRANSFERASE/DNA"
"4O0M","X-RAY DIFFRACTION","2013-12-13","4O0M","2.84","TRANSFERASE"
"4O0N","X-RAY DIFFRACTION","2013-12-13","4O0N","2.4","TRANSFERASE"
"4O0P","X-RAY DIFFRACTION","2013-12-14","4O0P","3.8","TRANSFERASE"
"4O0R","X-RAY DIFFRACTION","2013-12-14","4O0R","2.4","transferase/transferase inhibitor"
"4O0S","X-RAY DIFFRACTION","2013-12-14","4O0S","2.5","TRANSFERASE"
"4O0T","X-RAY DIFFRACTION","2013-12-14","4O0T","2.6","transferase/transferase inhibitor"
"4O0U","X-RAY DIFFRACTION","2013-12-14","4O0U","2.6","TRANSFERASE"
"4O0V","X-RAY DIFFRACTION","2013-12-14","4O0V","2.8","transferase/transferase inhibitor"
"4O0W","X-RAY DIFFRACTION","2013-12-14","4O0W","2.6","TRANSFERASE"
"4O0X","X-RAY DIFFRACTION","2013-12-14","4O0X","2.483","transferase/transferase inhibitor"
"4O0Y","X-RAY DIFFRACTION","2013-12-14","4O0Y","2.2","transferase/transferase inhibitor"
"4O0Z","X-RAY DIFFRACTION","2013-12-14","4O0Z","2.049","Transferase/Transferase Inhibitor"
"4O10","X-RAY DIFFRACTION","2013-12-14","4O10","1.55","Transferase/Transferase Inhibitor"
"4O12","X-RAY DIFFRACTION","2013-12-14","4O12","2.498","TRANSFERASE/TRANSFERASE INHIBITOR"
"4O13","X-RAY DIFFRACTION","2013-12-15","4O13","1.75","TRANSFERASE/TRANSFERASE INHIBITOR"
"4O14","X-RAY DIFFRACTION","2013-12-15","4O14","1.871","TRANSFERASE"
"4O15","X-RAY DIFFRACTION","2013-12-15","4O15","1.8","TRANSFERASE/TRANSFERASE INHIBITOR"
