Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"6A5M","X-RAY DIFFRACTION","2018-06-24","6A5M","2.301","GENE REGULATION"
"6A5N","X-RAY DIFFRACTION","2018-06-24","6A5N","2.4","GENE REGULATION/DNA"
"6A5O","ELECTRON MICROSCOPY","2018-06-25","6A5O","9.9","TRANSCRIPTION/RNA/DNA"
"6A5P","ELECTRON MICROSCOPY","2018-06-25","6A5P","7","TRANSCRIPTION/RNA/DNA"
"6A5R","ELECTRON MICROSCOPY","2018-06-25","6A5R","8.7","TRANSCRIPTION/RNA/DNA"
"6A5T","ELECTRON MICROSCOPY","2018-06-25","6A5T","6.7","TRANSCRIPTION/RNA/DNA"
"6A5U","ELECTRON MICROSCOPY","2018-06-25","6A5U","7.6","TRANSCRIPTION/RNA/DNA"
"6A5W","X-RAY DIFFRACTION","2018-06-25","6A5W","2.88","TRANSCRIPTION"
"6A5X","X-RAY DIFFRACTION","2018-06-25","6A5X","2.6","TRANSCRIPTION"
"6A5Y","X-RAY DIFFRACTION","2018-06-25","6A5Y","2.1","TRANSCRIPTION"
"6A5Z","X-RAY DIFFRACTION","2018-06-25","6A5Z","2.95","TRANSCRIPTION"
"6A60","X-RAY DIFFRACTION","2018-06-25","6A60","3.05","TRANSCRIPTION"
"6A6D","X-RAY DIFFRACTION","2018-06-27","6A6D","2.9","TRANSFERASE"
"6A6E","X-RAY DIFFRACTION","2018-06-27","6A6E","2.09","TRANSFERASE"
"6A6G","X-RAY DIFFRACTION","2018-06-27","6A6G","2.49","TRANSFERASE"
"6A75","X-RAY DIFFRACTION","2018-07-02","6A75","2.75","TRANSFERASE"
"6A7D","X-RAY DIFFRACTION","2018-07-02","6A7D","2.74","TRANSFERASE"
"6A82","X-RAY DIFFRACTION","2018-07-06","6A82","2.1","TRANSFERASE"
"6A83","X-RAY DIFFRACTION","2018-07-06","6A83","2.602","TRANSFERASE"
"6A84","X-RAY DIFFRACTION","2018-07-06","6A84","1.98","TRANSFERASE"
"6A8A","X-RAY DIFFRACTION","2018-07-06","6A8A","1.8","TRANSFERASE"
"6A8B","X-RAY DIFFRACTION","2018-07-06","6A8B","2.01","TRANSFERASE"
"6A8C","X-RAY DIFFRACTION","2018-07-06","6A8C","1.98","TRANSFERASE"
"6A8P","X-RAY DIFFRACTION","2018-07-09","6A8P","2.537","TRANSFERASE"
"6A8U","X-RAY DIFFRACTION","2018-07-10","6A8U","1.848","SIGNALING PROTEIN"
"6A8V","X-RAY DIFFRACTION","2018-07-10","6A8V","2.7","SIGNALING PROTEIN"
"6A9A","X-RAY DIFFRACTION","2018-07-12","6A9A","1.9","TRANSFERASE"
"6A9B","X-RAY DIFFRACTION","2018-07-12","6A9B","2.01","TRANSFERASE"
"6A9N","X-RAY DIFFRACTION","2018-07-14","6A9N","2.099","TRANSFERASE"
"6A9W","X-RAY DIFFRACTION","2018-07-16","6A9W","1.8","REPLICATION"
"6AAH","X-RAY DIFFRACTION","2018-07-18","6AAH","1.83","TRANSFERASE/INHIBITOR"
"6AAJ","X-RAY DIFFRACTION","2018-07-18","6AAJ","2.37","TRANSFERASE/INHIBITOR"
"6AAK","X-RAY DIFFRACTION","2018-07-18","6AAK","2.67","TRANSFERASE/INHIBITOR"
"6AAM","X-RAY DIFFRACTION","2018-07-18","6AAM","1.98","TRANSFERASE/INHIBITOR"
"6AAR","X-RAY DIFFRACTION","2018-07-19","6AAR","1.95","TRANSFERASE"
"6AAW","X-RAY DIFFRACTION","2018-07-19","6AAW","2","LIGASE"
"6AAX","X-RAY DIFFRACTION","2018-07-19","6AAX","2.994","TRANSFERASE/RNA"
"6ABV","X-RAY DIFFRACTION","2018-07-24","6ABV","1.8","TRANSFERASE"
"6ABW","X-RAY DIFFRACTION","2018-07-24","6ABW","1.72","TRANSFERASE"
"6ABX","X-RAY DIFFRACTION","2018-07-24","6ABX","1.7","TRANSFERASE"
"6ABY","X-RAY DIFFRACTION","2018-07-24","6ABY","2","TRANSFERASE"
"6AC5","X-RAY DIFFRACTION","2018-07-25","6AC5","1.451","SIGNALING PROTEIN"
"6AC9","X-RAY DIFFRACTION","2018-07-25","6AC9","2.07","TRANSFERASE"
"6ACE","X-RAY DIFFRACTION","2018-07-26","6ACE","1.98","HYDROLASE"
"6ACI","X-RAY DIFFRACTION","2018-07-26","6ACI","1.87","TOXIN"
"6ACL","X-RAY DIFFRACTION","2018-07-26","6ACL","1.92","HYDROLASE"
"6ACO","X-RAY DIFFRACTION","2018-07-26","6ACO","1.71","HYDROLASE"
"6ACP","X-RAY DIFFRACTION","2018-07-26","6ACP","2.3","HYDROLASE"
