Identifier,StructureData,,,,,
Entry ID,Experimental Method,Deposition Date,PDB ID,Refinement Resolution (Å),Stucture Keywords,
"4E1Z","X-RAY DIFFRACTION","2012-03-07","4E1Z","2.5","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E20","X-RAY DIFFRACTION","2012-03-07","4E20","2.6","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E22","X-RAY DIFFRACTION","2012-03-07","4E22","2.323","TRANSFERASE"
"4E26","X-RAY DIFFRACTION","2012-03-07","4E26","2.55","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E28","X-RAY DIFFRACTION","2012-03-07","4E28","2.302","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E2F","X-RAY DIFFRACTION","2012-03-08","4E2F","2.8","TRANSFERASE/PROTEIN BINDING"
"4E2K","X-RAY DIFFRACTION","2012-03-08","4E2K","2.15","TRANSFERASE"
"4E2V","X-RAY DIFFRACTION","2012-03-09","4E2V","1.18","transferase/transferase inhibitor"
"4E2W","X-RAY DIFFRACTION","2012-03-09","4E2W","1.5","TRANSFERASE"
"4E2X","X-RAY DIFFRACTION","2012-03-09","4E2X","1.4","TRANSFERASE"
"4E2Y","X-RAY DIFFRACTION","2012-03-09","4E2Y","1.8","TRANSFERASE"
"4E2Z","X-RAY DIFFRACTION","2012-03-09","4E2Z","1.41","TRANSFERASE"
"4E30","X-RAY DIFFRACTION","2012-03-09","4E30","1.5","TRANSFERASE"
"4E31","X-RAY DIFFRACTION","2012-03-09","4E31","1.75","TRANSFERASE"
"4E32","X-RAY DIFFRACTION","2012-03-09","4E32","1.5","TRANSFERASE"
"4E33","X-RAY DIFFRACTION","2012-03-09","4E33","1.6","TRANSFERASE"
"4E3C","X-RAY DIFFRACTION","2012-03-09","4E3C","3.98","TRANSFERASE"
"4E3S","X-RAY DIFFRACTION","2012-03-10","4E3S","2.04","Transferase/DNA"
"4E47","X-RAY DIFFRACTION","2012-03-12","4E47","2","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E4L","X-RAY DIFFRACTION","2012-03-13","4E4L","2","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E4M","X-RAY DIFFRACTION","2012-03-13","4E4M","2.25","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E4N","X-RAY DIFFRACTION","2012-03-13","4E4N","1.9","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E4R","X-RAY DIFFRACTION","2012-03-13","4E4R","1.44","TRANSFERASE"
"4E4X","X-RAY DIFFRACTION","2012-03-13","4E4X","3.6","Transferase/Transferase Inhibitor"
"4E5A","X-RAY DIFFRACTION","2012-03-14","4E5A","1.87","TRANSFERASE"
"4E5B","X-RAY DIFFRACTION","2012-03-14","4E5B","2","TRANSFERASE"
"4E5O","X-RAY DIFFRACTION","2012-03-14","4E5O","1.7","TRANSFERASE"
"4E5U","X-RAY DIFFRACTION","2012-03-14","4E5U","1.812","TRANSFERASE"
"4E5W","X-RAY DIFFRACTION","2012-03-14","4E5W","1.86","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E67","X-RAY DIFFRACTION","2012-03-15","4E67","2.1","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E6A","X-RAY DIFFRACTION","2012-03-15","4E6A","2.09","TRANSFERASE"
"4E6C","X-RAY DIFFRACTION","2012-03-15","4E6C","2.39","TRANSFERASE"
"4E6D","X-RAY DIFFRACTION","2012-03-15","4E6D","2.22","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E6N","X-RAY DIFFRACTION","2012-03-15","4E6N","2.39","PROTEIN BINDING"
"4E6Q","X-RAY DIFFRACTION","2012-03-15","4E6Q","1.948","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E6T","X-RAY DIFFRACTION","2012-03-15","4E6T","1.8","TRANSFERASE"
"4E6U","X-RAY DIFFRACTION","2012-03-16","4E6U","1.41","TRANSFERASE"
"4E6Y","X-RAY DIFFRACTION","2012-03-16","4E6Y","2.5","TRANSFERASE"
"4E73","X-RAY DIFFRACTION","2012-03-16","4E73","2.27","Transferase/Transferase Inhibitor"
"4E75","X-RAY DIFFRACTION","2012-03-16","4E75","2.85","TRANSFERASE"
"4E76","X-RAY DIFFRACTION","2012-03-16","4E76","2.5","VIRAL PROTEIN, TRANSFERASE"
"4E78","X-RAY DIFFRACTION","2012-03-16","4E78","2.9","VIRAL PROTEIN, TRANSFERASE/RNA"
"4E79","X-RAY DIFFRACTION","2012-03-16","4E79","2.66","TRANSFERASE"
"4E7A","X-RAY DIFFRACTION","2012-03-16","4E7A","3","VIRAL PROTEIN, TRANSFERASE/RNA"
"4E7B","X-RAY DIFFRACTION","2012-03-16","4E7B","2","TRANSFERASE"
"4E7C","X-RAY DIFFRACTION","2012-03-16","4E7C","2.1","TRANSFERASE"
"4E7D","X-RAY DIFFRACTION","2012-03-16","4E7D","2.5","TRANSFERASE"
"4E7E","X-RAY DIFFRACTION","2012-03-16","4E7E","2.3","TRANSFERASE"
"4E7F","X-RAY DIFFRACTION","2012-03-16","4E7F","2.15","TRANSFERASE"
"4E7G","X-RAY DIFFRACTION","2012-03-16","4E7G","1.6","TRANSFERASE"
"4E7H","X-RAY DIFFRACTION","2012-03-17","4E7H","2.5701","RECOMBINATION/DNA"
"4E7I","X-RAY DIFFRACTION","2012-03-17","4E7I","2.5301","RECOMBINATION/DNA"
"4E7J","X-RAY DIFFRACTION","2012-03-17","4E7J","3.1501","RECOMBINATION/DNA"
"4E7K","X-RAY DIFFRACTION","2012-03-17","4E7K","3.02","RECOMBINATION/DNA"
"4E7L","X-RAY DIFFRACTION","2012-03-17","4E7L","3.0001","RECOMBINATION/DNA"
"4E7W","X-RAY DIFFRACTION","2012-03-19","4E7W","3.3","TRANSFERASE"
"4E7X","X-RAY DIFFRACTION","2012-03-19","4E7X","3.2","TRANSFERASE"
"4E80","X-RAY DIFFRACTION","2012-03-19","4E80","3.02","TRANSFERASE"
"4E8A","X-RAY DIFFRACTION","2012-03-20","4E8A","2.7","TRANSFERASE"
"4E8B","X-RAY DIFFRACTION","2012-03-20","4E8B","2.249","TRANSFERASE"
"4E8E","X-RAY DIFFRACTION","2012-03-20","4E8E","2.51","TRANSFERASE"
"4E8F","X-RAY DIFFRACTION","2012-03-20","4E8F","2.6","TRANSFERASE"
"4E8H","X-RAY DIFFRACTION","2012-03-20","4E8H","2.12","TRANSFERASE"
"4E8O","X-RAY DIFFRACTION","2012-03-20","4E8O","2.138","TRANSFERASE"
"4E93","X-RAY DIFFRACTION","2012-03-20","4E93","1.84","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E9C","X-RAY DIFFRACTION","2012-03-21","4E9C","1.7","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E9D","X-RAY DIFFRACTION","2012-03-21","4E9D","2.75","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E9U","X-RAY DIFFRACTION","2012-03-21","4E9U","2.1","TRANSFERASE/TRANSFERASE INHIBITOR"
"4E9Z","X-RAY DIFFRACTION","2012-03-21","4E9Z","2.06","TRANSFERASE/TRANSFERASE INHIBITOR"
"4EA0","X-RAY DIFFRACTION","2012-03-21","4EA0","2.12","TRANSFERASE/TRANSFERASE INHIBITOR"
"4EA1","X-RAY DIFFRACTION","2012-03-21","4EA1","2.46","TRANSFERASE/TRANSFERASE INHIBITOR"
"4EA2","X-RAY DIFFRACTION","2012-03-21","4EA2","2.05","TRANSFERASE/TRANSFERASE INHIBITOR"
"4EA7","X-RAY DIFFRACTION","2012-03-22","4EA7","1","TRANSFERASE"
"4EA8","X-RAY DIFFRACTION","2012-03-22","4EA8","1","TRANSFERASE"
"4EA9","X-RAY DIFFRACTION","2012-03-22","4EA9","0.9","TRANSFERASE"
"4EAA","X-RAY DIFFRACTION","2012-03-22","4EAA","1.45","TRANSFERASE"
"4EAB","X-RAY DIFFRACTION","2012-03-22","4EAB","1.35","TRANSFERASE"
"4EAD","X-RAY DIFFRACTION","2012-03-22","4EAD","1.5","Transferase/Transferase inhibitor"
"4EAF","X-RAY DIFFRACTION","2012-03-22","4EAF","1.55","TRANSFERASE"
"4EAG","X-RAY DIFFRACTION","2012-03-22","4EAG","2.701","TRANSFERASE"
"4EAI","X-RAY DIFFRACTION","2012-03-22","4EAI","2.285","TRANSFERASE"
"4EAJ","X-RAY DIFFRACTION","2012-03-22","4EAJ","2.609","TRANSFERASE"
"4EAK","X-RAY DIFFRACTION","2012-03-22","4EAK","2.5","TRANSFERASE"
"4EAL","X-RAY DIFFRACTION","2012-03-22","4EAL","2.506","TRANSFERASE"
"4EAQ","X-RAY DIFFRACTION","2012-03-22","4EAQ","1.85","transferase/transferase inhibitor"
"4EAR","X-RAY DIFFRACTION","2012-03-22","4EAR","1.7","TRANSFERASE/TRANSFERASE INHIBITOR"
"4EAW","X-RAY DIFFRACTION","2012-03-22","4EAW","2","TRANSFERASE/TRANSFERASE INHIBITOR"
